rundate,RunId,RunStatus,RunScope,DataQualityStatus,IsPublishable,TenantName,SubscriptionName,ResourceId,ResourceName,ResourceType,ResourceGroup,Location,RecommendationAction,ActionLabel,SecondaryAction,Priority,Confidence,SavingsReliability,CostCoverageStatus,MetricCollectionStatus,MissingMetrics,TagOwner,MonthlyCost,CurrentSku,CurrentVCpus,CurrentMemoryGB,PowerState,Profile,IsPrimaryProfile,TargetUtilizationPct,TargetSku,TargetVCpus,TargetMemoryGB,ProjectedPeakPct,MonthlySavings,OfficialConservativeSavings,PerformanceRisk,Status
2026-09-12,run-20260912-official-001,SUCCEEDED,FULL,OK,true,SUMMIT-ENTERPRISE,SUB-SUMMIT-001,/subscriptions/39086cf1-a111-596c-8a67-409b21dba7c0/resourceGroups/rg-prod-0101/providers/microsoft.dbformariadb/servers/databases/mariadb-database-0017-00501,mariadb-database-0017-00501,microsoft.dbformariadb/servers/databases,rg-prod-0101,uksouth,Evaluate-Idle,Evaluate idle resource,Downsize,MEDIUM,MEDIUM,PRICED,FULL,PARTIAL,Metric1,core-services,15913.29,P1v3,2,8.0,,Aggressive,false,80,Mock_1vCPU_2GB,1,2.0,74.3,2447.4,0.0,High,RESOLVED
2026-09-12,run-20260912-official-001,SUCCEEDED,FULL,OK,true,SUMMIT-ENTERPRISE,SUB-SUMMIT-002,/subscriptions/dc1baee2-555d-57c5-8ae2-b0a150174f05/resourceGroups/rg-nonprod-0102/providers/microsoft.dbformariadb/servers/databases/mariadb-database-0018-00502,mariadb-database-0018-00502,microsoft.dbformariadb/servers/databases,rg-nonprod-0102,westeurope,Evaluate-Idle,Evaluate idle resource,,HIGH,HIGH,PRICED,FULL,PARTIAL,"Metric1,Metric2",security,33705.20,GP_Gen5_4,4,20.0,,Conservative,true,65,Mock_2vCPU_10GB,2,10.0,68.8,10403.24,10403.24,Low,RESOLVED
2026-09-12,run-20260912-official-001,SUCCEEDED,FULL,OK,true,SUMMIT-ENTERPRISE,SUB-SUMMIT-002,/subscriptions/dc1baee2-555d-57c5-8ae2-b0a150174f05/resourceGroups/rg-nonprod-0102/providers/microsoft.dbformariadb/servers/databases/mariadb-database-0018-00502,mariadb-database-0018-00502,microsoft.dbformariadb/servers/databases,rg-nonprod-0102,westeurope,Evaluate-Idle,Evaluate idle resource,,HIGH,HIGH,PRICED,FULL,PARTIAL,"Metric1,Metric2",security,33705.20,GP_Gen5_4,4,20.0,,Moderate,false,72,Mock_2vCPU_10GB,2,10.0,82.1,13004.06,0.0,Medium,RESOLVED
2026-09-12,run-20260912-official-001,SUCCEEDED,FULL,OK,true,SUMMIT-ENTERPRISE,SUB-SUMMIT-002,/subscriptions/dc1baee2-555d-57c5-8ae2-b0a150174f05/resourceGroups/rg-nonprod-0102/providers/microsoft.dbformariadb/servers/databases/mariadb-database-0018-00502,mariadb-database-0018-00502,microsoft.dbformariadb/servers/databases,rg-nonprod-0102,westeurope,Evaluate-Idle,Evaluate idle resource,,HIGH,HIGH,PRICED,FULL,PARTIAL,"Metric1,Metric2",security,33705.20,GP_Gen5_4,4,20.0,,Aggressive,false,80,Mock_1vCPU_5GB,1,5.0,88.0,16182.82,0.0,High,RESOLVED
2026-09-12,run-20260912-official-001,SUCCEEDED,FULL,OK,true,SUMMIT-ENTERPRISE,SUB-SUMMIT-004,/subscriptions/77587241-23ca-53d0-aba0-0ad8b17b6ff2/resourceGroups/rg-shared-0130/providers/microsoft.dbformariadb/servers/databases/mariadb-database-0020-00504,mariadb-database-0020-00504,microsoft.dbformariadb/servers/databases,rg-shared-0130,westeurope,Downsize,Downsize resource,,LOW,HIGH,PRICED,FULL,PARTIAL,Metric1,integration,9272.76,GP_Gen5_8,8,40.0,,Conservative,true,65,Mock_4vCPU_20GB,4,20.0,74.7,801.17,801.17,Low,RESOLVED
2026-09-12,run-20260912-official-001,SUCCEEDED,FULL,OK,true,SUMMIT-ENTERPRISE,SUB-SUMMIT-004,/subscriptions/77587241-23ca-53d0-aba0-0ad8b17b6ff2/resourceGroups/rg-shared-0130/providers/microsoft.dbformariadb/servers/databases/mariadb-database-0020-00504,mariadb-database-0020-00504,microsoft.dbformariadb/servers/databases,rg-shared-0130,westeurope,Downsize,Downsize resource,,LOW,HIGH,PRICED,FULL,PARTIAL,Metric1,integration,9272.76,GP_Gen5_8,8,40.0,,Moderate,false,72,Mock_4vCPU_20GB,4,20.0,76.5,1001.46,0.0,Medium,RESOLVED
2026-09-12,run-20260912-official-001,SUCCEEDED,FULL,OK,true,SUMMIT-ENTERPRISE,SUB-SUMMIT-004,/subscriptions/77587241-23ca-53d0-aba0-0ad8b17b6ff2/resourceGroups/rg-shared-0130/providers/microsoft.dbformariadb/servers/databases/mariadb-database-0020-00504,mariadb-database-0020-00504,microsoft.dbformariadb/servers/databases,rg-shared-0130,westeurope,Downsize,Downsize resource,,LOW,HIGH,PRICED,FULL,PARTIAL,Metric1,integration,9272.76,GP_Gen5_8,8,40.0,,Aggressive,false,80,Mock_2vCPU_10GB,2,10.0,91.9,1246.26,0.0,High,RESOLVED
2026-09-12,run-20260912-official-001,SUCCEEDED,FULL,OK,true,SUMMIT-ENTERPRISE,SUB-SUMMIT-005,/subscriptions/0f9d2acc-1dbd-58a4-9652-d1ef1fbea31e/resourceGroups/rg-stage-0105/providers/microsoft.dbformariadb/servers/databases/mariadb-database-0021-00505,mariadb-database-0021-00505,microsoft.dbformariadb/servers/databases,rg-stage-0105,eastus,Review-Utilization,Review utilization,,LOW,LOW,PRICED,FULL,PARTIAL,Metric1,digital-channels,2771.21,Standard_D8s_v5,8,32.0,,Conservative,true,65,Mock_4vCPU_16GB,4,16.0,69.1,293.67,293.67,Low,RESOLVED
2026-09-12,run-20260912-official-001,SUCCEEDED,FULL,OK,true,SUMMIT-ENTERPRISE,SUB-SUMMIT-005,/subscriptions/0f9d2acc-1dbd-58a4-9652-d1ef1fbea31e/resourceGroups/rg-stage-0105/providers/microsoft.dbformariadb/servers/databases/mariadb-database-0021-00505,mariadb-database-0021-00505,microsoft.dbformariadb/servers/databases,rg-stage-0105,eastus,Review-Utilization,Review utilization,,LOW,LOW,PRICED,FULL,PARTIAL,Metric1,digital-channels,2771.21,Standard_D8s_v5,8,32.0,,Moderate,false,72,Mock_4vCPU_16GB,4,16.0,69.8,367.09,0.0,Medium,RESOLVED
2026-09-12,run-20260912-official-001,SUCCEEDED,FULL,OK,true,SUMMIT-ENTERPRISE,SUB-SUMMIT-005,/subscriptions/0f9d2acc-1dbd-58a4-9652-d1ef1fbea31e/resourceGroups/rg-stage-0105/providers/microsoft.dbformariadb/servers/databases/mariadb-database-0021-00505,mariadb-database-0021-00505,microsoft.dbformariadb/servers/databases,rg-stage-0105,eastus,Review-Utilization,Review utilization,,LOW,LOW,PRICED,FULL,PARTIAL,Metric1,digital-channels,2771.21,Standard_D8s_v5,8,32.0,,Aggressive,false,80,Mock_2vCPU_8GB,2,8.0,80.5,456.83,0.0,High,RESOLVED
2026-09-12,run-20260912-official-001,SUCCEEDED,FULL,OK,true,SUMMIT-ENTERPRISE,SUB-SUMMIT-006,/subscriptions/c61886c6-a4c0-57eb-8c34-60e6370a8adc/resourceGroups/rg-prod-0106/providers/microsoft.dbformariadb/servers/databases/mariadb-database-0022-00506,mariadb-database-0022-00506,microsoft.dbformariadb/servers/databases,rg-prod-0106,brazilsouth,Evaluate-Idle,Evaluate idle resource,Downsize,HIGH,HIGH,HEURISTIC,FULL,PARTIAL,Metric1,analytics,26191.51,P1v3,2,8.0,,Conservative,true,65,Mock_1vCPU_4GB,1,4.0,65.3,2520.27,2520.27,Low,RESOLVED
2026-09-12,run-20260912-official-001,SUCCEEDED,FULL,OK,true,SUMMIT-ENTERPRISE,SUB-SUMMIT-006,/subscriptions/c61886c6-a4c0-57eb-8c34-60e6370a8adc/resourceGroups/rg-prod-0106/providers/microsoft.dbformariadb/servers/databases/mariadb-database-0022-00506,mariadb-database-0022-00506,microsoft.dbformariadb/servers/databases,rg-prod-0106,brazilsouth,Evaluate-Idle,Evaluate idle resource,Downsize,HIGH,HIGH,HEURISTIC,FULL,PARTIAL,Metric1,analytics,26191.51,P1v3,2,8.0,,Moderate,false,72,Mock_1vCPU_4GB,1,4.0,67.8,3150.34,0.0,Medium,RESOLVED
2026-09-12,run-20260912-official-001,SUCCEEDED,FULL,OK,true,SUMMIT-ENTERPRISE,SUB-SUMMIT-006,/subscriptions/c61886c6-a4c0-57eb-8c34-60e6370a8adc/resourceGroups/rg-prod-0106/providers/microsoft.dbformariadb/servers/databases/mariadb-database-0022-00506,mariadb-database-0022-00506,microsoft.dbformariadb/servers/databases,rg-prod-0106,brazilsouth,Evaluate-Idle,Evaluate idle resource,Downsize,HIGH,HIGH,HEURISTIC,FULL,PARTIAL,Metric1,analytics,26191.51,P1v3,2,8.0,,Aggressive,false,80,Mock_1vCPU_2GB,1,2.0,77.5,3920.43,0.0,High,RESOLVED
2026-09-12,run-20260912-official-001,SUCCEEDED,FULL,OK,true,SUMMIT-ENTERPRISE,SUB-SUMMIT-007,/subscriptions/faa03051-6e25-5cbb-8538-bd6d2fe31b0f/resourceGroups/rg-nonprod-0107/providers/microsoft.dbformariadb/servers/databases/mariadb-database-0023-00507,mariadb-database-0023-00507,microsoft.dbformariadb/servers/databases,rg-nonprod-0107,northeurope,Optimize-Tier,Optimize service tier,,MEDIUM,HIGH,HEURISTIC,FULL,PARTIAL,Metric1,infrastructure,8922.60,GP_Gen5_8,8,40.0,,Conservative,true,65,Mock_4vCPU_20GB,4,20.0,63.3,770.91,770.91,Low,RESOLVED
2026-09-12,run-20260912-official-001,SUCCEEDED,FULL,OK,true,SUMMIT-ENTERPRISE,SUB-SUMMIT-007,/subscriptions/faa03051-6e25-5cbb-8538-bd6d2fe31b0f/resourceGroups/rg-nonprod-0107/providers/microsoft.dbformariadb/servers/databases/mariadb-database-0023-00507,mariadb-database-0023-00507,microsoft.dbformariadb/servers/databases,rg-nonprod-0107,northeurope,Optimize-Tier,Optimize service tier,,MEDIUM,HIGH,HEURISTIC,FULL,PARTIAL,Metric1,infrastructure,8922.60,GP_Gen5_8,8,40.0,,Moderate,false,72,Mock_4vCPU_20GB,4,20.0,83.4,963.64,0.0,Medium,RESOLVED
2026-09-12,run-20260912-official-001,SUCCEEDED,FULL,OK,true,SUMMIT-ENTERPRISE,SUB-SUMMIT-007,/subscriptions/faa03051-6e25-5cbb-8538-bd6d2fe31b0f/resourceGroups/rg-nonprod-0107/providers/microsoft.dbformariadb/servers/databases/mariadb-database-0023-00507,mariadb-database-0023-00507,microsoft.dbformariadb/servers/databases,rg-nonprod-0107,northeurope,Optimize-Tier,Optimize service tier,,MEDIUM,HIGH,HEURISTIC,FULL,PARTIAL,Metric1,infrastructure,8922.60,GP_Gen5_8,8,40.0,,Aggressive,false,80,Mock_2vCPU_10GB,2,10.0,81.4,1199.2,0.0,High,RESOLVED
2026-09-12,run-20260912-official-001,SUCCEEDED,FULL,OK,true,SUMMIT-ENTERPRISE,SUB-SUMMIT-010,/subscriptions/f3935b21-a5df-5363-9073-80010df49f05/resourceGroups/rg-stage-0110/providers/microsoft.dbformariadb/servers/databases/mariadb-database-0026-00510,mariadb-database-0026-00510,microsoft.dbformariadb/servers/databases,rg-stage-0110,eastus,Downsize,Downsize resource,,MEDIUM,LOW,HEURISTIC,FULL,PARTIAL,Metric1,core-services,12838.02,Standard_D8s_v5,8,32.0,,Conservative,true,65,Mock_4vCPU_16GB,4,16.0,66.0,1109.2,1109.2,Low,RESOLVED
2026-09-12,run-20260912-official-001,SUCCEEDED,FULL,OK,true,SUMMIT-ENTERPRISE,SUB-SUMMIT-010,/subscriptions/f3935b21-a5df-5363-9073-80010df49f05/resourceGroups/rg-stage-0110/providers/microsoft.dbformariadb/servers/databases/mariadb-database-0026-00510,mariadb-database-0026-00510,microsoft.dbformariadb/servers/databases,rg-stage-0110,eastus,Downsize,Downsize resource,,MEDIUM,LOW,HEURISTIC,FULL,PARTIAL,Metric1,core-services,12838.02,Standard_D8s_v5,8,32.0,,Moderate,false,72,Mock_4vCPU_16GB,4,16.0,72.2,1386.51,0.0,Medium,RESOLVED
2026-09-12,run-20260912-official-001,SUCCEEDED,FULL,OK,true,SUMMIT-ENTERPRISE,SUB-SUMMIT-010,/subscriptions/f3935b21-a5df-5363-9073-80010df49f05/resourceGroups/rg-stage-0110/providers/microsoft.dbformariadb/servers/databases/mariadb-database-0026-00510,mariadb-database-0026-00510,microsoft.dbformariadb/servers/databases,rg-stage-0110,eastus,Downsize,Downsize resource,,MEDIUM,LOW,HEURISTIC,FULL,PARTIAL,Metric1,core-services,12838.02,Standard_D8s_v5,8,32.0,,Aggressive,false,80,Mock_2vCPU_8GB,2,8.0,91.9,1725.43,0.0,High,RESOLVED
2026-09-12,run-20260912-official-001,SUCCEEDED,FULL,OK,true,SUMMIT-ENTERPRISE,SUB-SUMMIT-015,/subscriptions/e0120dc1-d433-5514-822b-a974b844ea6a/resourceGroups/rg-stage-0115/providers/microsoft.dbformariadb/servers/databases/mariadb-database-0031-00515,mariadb-database-0031-00515,microsoft.dbformariadb/servers/databases,rg-stage-0115,brazilsouth,Evaluate-Idle,Evaluate idle resource,Downsize,HIGH,LOW,PRICED,FULL,PARTIAL,"Metric1,Metric2",security,27995.90,GP_Gen5_4,4,20.0,,Conservative,true,65,Mock_2vCPU_10GB,2,10.0,65.1,4852.83,4852.83,Low,RESOLVED
2026-09-12,run-20260912-official-001,SUCCEEDED,FULL,OK,true,SUMMIT-ENTERPRISE,SUB-SUMMIT-015,/subscriptions/e0120dc1-d433-5514-822b-a974b844ea6a/resourceGroups/rg-stage-0115/providers/microsoft.dbformariadb/servers/databases/mariadb-database-0031-00515,mariadb-database-0031-00515,microsoft.dbformariadb/servers/databases,rg-stage-0115,brazilsouth,Evaluate-Idle,Evaluate idle resource,Downsize,HIGH,LOW,PRICED,FULL,PARTIAL,"Metric1,Metric2",security,27995.90,GP_Gen5_4,4,20.0,,Moderate,false,72,Mock_2vCPU_10GB,2,10.0,79.6,6066.04,0.0,Medium,RESOLVED
2026-09-12,run-20260912-official-001,SUCCEEDED,FULL,OK,true,SUMMIT-ENTERPRISE,SUB-SUMMIT-015,/subscriptions/e0120dc1-d433-5514-822b-a974b844ea6a/resourceGroups/rg-stage-0115/providers/microsoft.dbformariadb/servers/databases/mariadb-database-0031-00515,mariadb-database-0031-00515,microsoft.dbformariadb/servers/databases,rg-stage-0115,brazilsouth,Evaluate-Idle,Evaluate idle resource,Downsize,HIGH,LOW,PRICED,FULL,PARTIAL,"Metric1,Metric2",security,27995.90,GP_Gen5_4,4,20.0,,Aggressive,false,80,Mock_1vCPU_5GB,1,5.0,81.5,7548.84,0.0,High,RESOLVED
2026-09-12,run-20260912-official-001,SUCCEEDED,FULL,OK,true,SUMMIT-ENTERPRISE,SUB-SUMMIT-021,/subscriptions/44069649-6d90-52e3-8b8a-b595910bae9d/resourceGroups/rg-prod-0121/providers/microsoft.dbformariadb/servers/databases/mariadb-database-0037-00521,mariadb-database-0037-00521,microsoft.dbformariadb/servers/databases,rg-prod-0121,centralus,Optimize-Tier,Optimize service tier,,HIGH,HIGH,PRICED,FULL,PARTIAL,Metric1,commerce,15659.71,GP_Gen5_8,8,40.0,,Conservative,true,65,Mock_4vCPU_20GB,4,20.0,65.8,3292.81,3292.81,Low,RESOLVED
2026-09-12,run-20260912-official-001,SUCCEEDED,FULL,OK,true,SUMMIT-ENTERPRISE,SUB-SUMMIT-021,/subscriptions/44069649-6d90-52e3-8b8a-b595910bae9d/resourceGroups/rg-prod-0121/providers/microsoft.dbformariadb/servers/databases/mariadb-database-0037-00521,mariadb-database-0037-00521,microsoft.dbformariadb/servers/databases,rg-prod-0121,centralus,Optimize-Tier,Optimize service tier,,HIGH,HIGH,PRICED,FULL,PARTIAL,Metric1,commerce,15659.71,GP_Gen5_8,8,40.0,,Moderate,false,72,Mock_4vCPU_20GB,4,20.0,66.0,4116.02,0.0,Medium,RESOLVED
2026-09-12,run-20260912-official-001,SUCCEEDED,FULL,OK,true,SUMMIT-ENTERPRISE,SUB-SUMMIT-021,/subscriptions/44069649-6d90-52e3-8b8a-b595910bae9d/resourceGroups/rg-prod-0121/providers/microsoft.dbformariadb/servers/databases/mariadb-database-0037-00521,mariadb-database-0037-00521,microsoft.dbformariadb/servers/databases,rg-prod-0121,centralus,Optimize-Tier,Optimize service tier,,HIGH,HIGH,PRICED,FULL,PARTIAL,Metric1,commerce,15659.71,GP_Gen5_8,8,40.0,,Aggressive,false,80,Mock_2vCPU_10GB,2,10.0,88.4,5122.15,0.0,High,RESOLVED
2026-09-12,run-20260912-official-001,SUCCEEDED,FULL,OK,true,SUMMIT-ENTERPRISE,SUB-SUMMIT-023,/subscriptions/54243c2b-546c-5812-a518-dd6938688595/resourceGroups/rg-dev-0123/providers/microsoft.dbformariadb/servers/databases/mariadb-database-0039-00523,mariadb-database-0039-00523,microsoft.dbformariadb/servers/databases,rg-dev-0123,brazilsouth,Downsize,Downsize resource,,MEDIUM,HIGH,HEURISTIC,FULL,PARTIAL,"Metric1,Metric2,Metric3",digital-channels,13014.18,P1v3,2,8.0,,Conservative,true,65,Mock_1vCPU_4GB,1,4.0,67.7,2210.4,2210.4,Low,RESOLVED
2026-09-12,run-20260912-official-001,SUCCEEDED,FULL,OK,true,SUMMIT-ENTERPRISE,SUB-SUMMIT-023,/subscriptions/54243c2b-546c-5812-a518-dd6938688595/resourceGroups/rg-dev-0123/providers/microsoft.dbformariadb/servers/databases/mariadb-database-0039-00523,mariadb-database-0039-00523,microsoft.dbformariadb/servers/databases,rg-dev-0123,brazilsouth,Downsize,Downsize resource,,MEDIUM,HIGH,HEURISTIC,FULL,PARTIAL,"Metric1,Metric2,Metric3",digital-channels,13014.18,P1v3,2,8.0,,Moderate,false,72,Mock_1vCPU_4GB,1,4.0,70.6,2763.0,0.0,Medium,RESOLVED
2026-09-12,run-20260912-official-001,SUCCEEDED,FULL,OK,true,SUMMIT-ENTERPRISE,SUB-SUMMIT-023,/subscriptions/54243c2b-546c-5812-a518-dd6938688595/resourceGroups/rg-dev-0123/providers/microsoft.dbformariadb/servers/databases/mariadb-database-0039-00523,mariadb-database-0039-00523,microsoft.dbformariadb/servers/databases,rg-dev-0123,brazilsouth,Downsize,Downsize resource,,MEDIUM,HIGH,HEURISTIC,FULL,PARTIAL,"Metric1,Metric2,Metric3",digital-channels,13014.18,P1v3,2,8.0,,Aggressive,false,80,Mock_1vCPU_2GB,1,2.0,76.2,3438.4,0.0,High,RESOLVED
2026-09-12,run-20260912-official-001,SUCCEEDED,FULL,OK,true,SUMMIT-ENTERPRISE,SUB-SUMMIT-025,/subscriptions/837376d3-281a-5879-92e2-a31efc9b5d1c/resourceGroups/rg-stage-0125/providers/microsoft.dbformariadb/servers/databases/mariadb-database-0041-00525,mariadb-database-0041-00525,microsoft.dbformariadb/servers/databases,rg-stage-0125,eastus2,Downsize,Downsize resource,,LOW,HIGH,HEURISTIC,FULL,PARTIAL,Metric1,customer-experience,10223.42,P1v3,2,8.0,,Conservative,true,65,Mock_1vCPU_4GB,1,4.0,65.8,883.3,883.3,Low,RESOLVED
2026-09-12,run-20260912-official-001,SUCCEEDED,FULL,OK,true,SUMMIT-ENTERPRISE,SUB-SUMMIT-025,/subscriptions/837376d3-281a-5879-92e2-a31efc9b5d1c/resourceGroups/rg-stage-0125/providers/microsoft.dbformariadb/servers/databases/mariadb-database-0041-00525,mariadb-database-0041-00525,microsoft.dbformariadb/servers/databases,rg-stage-0125,eastus2,Downsize,Downsize resource,,LOW,HIGH,HEURISTIC,FULL,PARTIAL,Metric1,customer-experience,10223.42,P1v3,2,8.0,,Moderate,false,72,Mock_1vCPU_4GB,1,4.0,75.9,1104.13,0.0,Medium,RESOLVED
2026-09-12,run-20260912-official-001,SUCCEEDED,FULL,OK,true,SUMMIT-ENTERPRISE,SUB-SUMMIT-025,/subscriptions/837376d3-281a-5879-92e2-a31efc9b5d1c/resourceGroups/rg-stage-0125/providers/microsoft.dbformariadb/servers/databases/mariadb-database-0041-00525,mariadb-database-0041-00525,microsoft.dbformariadb/servers/databases,rg-stage-0125,eastus2,Downsize,Downsize resource,,LOW,HIGH,HEURISTIC,FULL,PARTIAL,Metric1,customer-experience,10223.42,P1v3,2,8.0,,Aggressive,false,80,Mock_1vCPU_2GB,1,2.0,87.5,1374.03,0.0,High,RESOLVED
2026-09-12,run-20260912-official-001,SUCCEEDED,FULL,OK,true,SUMMIT-ENTERPRISE,SUB-SUMMIT-026,/subscriptions/f3de0c27-edbc-5181-9b53-5edd8a57276e/resourceGroups/rg-prod-0126/providers/microsoft.dbformariadb/servers/databases/mariadb-database-0042-00526,mariadb-database-0042-00526,microsoft.dbformariadb/servers/databases,rg-prod-0126,westus3,Evaluate-Idle,Evaluate idle resource,,LOW,HIGH,UNPRICED,FULL,PARTIAL,"Metric1,Metric2,Metric3",security,32620.34,GP_Gen5_4,4,20.0,,Conservative,true,65,Mock_2vCPU_10GB,2,10.0,71.7,2818.4,2818.4,Low,RESOLVED
2026-09-12,run-20260912-official-001,SUCCEEDED,FULL,OK,true,SUMMIT-ENTERPRISE,SUB-SUMMIT-026,/subscriptions/f3de0c27-edbc-5181-9b53-5edd8a57276e/resourceGroups/rg-prod-0126/providers/microsoft.dbformariadb/servers/databases/mariadb-database-0042-00526,mariadb-database-0042-00526,microsoft.dbformariadb/servers/databases,rg-prod-0126,westus3,Evaluate-Idle,Evaluate idle resource,,LOW,HIGH,UNPRICED,FULL,PARTIAL,"Metric1,Metric2,Metric3",security,32620.34,GP_Gen5_4,4,20.0,,Moderate,false,72,Mock_2vCPU_10GB,2,10.0,69.9,3523.0,0.0,Medium,RESOLVED
2026-09-12,run-20260912-official-001,SUCCEEDED,FULL,OK,true,SUMMIT-ENTERPRISE,SUB-SUMMIT-026,/subscriptions/f3de0c27-edbc-5181-9b53-5edd8a57276e/resourceGroups/rg-prod-0126/providers/microsoft.dbformariadb/servers/databases/mariadb-database-0042-00526,mariadb-database-0042-00526,microsoft.dbformariadb/servers/databases,rg-prod-0126,westus3,Evaluate-Idle,Evaluate idle resource,,LOW,HIGH,UNPRICED,FULL,PARTIAL,"Metric1,Metric2,Metric3",security,32620.34,GP_Gen5_4,4,20.0,,Aggressive,false,80,Mock_1vCPU_5GB,1,5.0,89.8,4384.17,0.0,High,RESOLVED
2026-09-12,run-20260912-official-001,SUCCEEDED,FULL,OK,true,SUMMIT-ENTERPRISE,SUB-SUMMIT-030,/subscriptions/0dd7064b-f515-5147-bacf-39ef706d4a4b/resourceGroups/rg-stage-0130/providers/microsoft.dbformysql/servers/databases/mysql-database-0003-00530,mysql-database-0003-00530,microsoft.dbformysql/servers/databases,rg-stage-0130,westeurope,Downsize,Downsize resource,,MEDIUM,HIGH,HEURISTIC,FULL,PARTIAL,"Metric1,Metric2,Metric3",customer-experience,6108.45,Standard_D4s_v5,4,16.0,,Conservative,true,65,Mock_2vCPU_8GB,2,8.0,59.5,1162.83,1162.83,Low,RESOLVED
2026-09-12,run-20260912-official-001,SUCCEEDED,FULL,OK,true,SUMMIT-ENTERPRISE,SUB-SUMMIT-030,/subscriptions/0dd7064b-f515-5147-bacf-39ef706d4a4b/resourceGroups/rg-stage-0130/providers/microsoft.dbformysql/servers/databases/mysql-database-0003-00530,mysql-database-0003-00530,microsoft.dbformysql/servers/databases,rg-stage-0130,westeurope,Downsize,Downsize resource,,MEDIUM,HIGH,HEURISTIC,FULL,PARTIAL,"Metric1,Metric2,Metric3",customer-experience,6108.45,Standard_D4s_v5,4,16.0,,Moderate,false,72,Mock_2vCPU_8GB,2,8.0,82.4,1453.54,0.0,Medium,RESOLVED
2026-09-12,run-20260912-official-001,SUCCEEDED,FULL,OK,true,SUMMIT-ENTERPRISE,SUB-SUMMIT-030,/subscriptions/0dd7064b-f515-5147-bacf-39ef706d4a4b/resourceGroups/rg-stage-0130/providers/microsoft.dbformysql/servers/databases/mysql-database-0003-00530,mysql-database-0003-00530,microsoft.dbformysql/servers/databases,rg-stage-0130,westeurope,Downsize,Downsize resource,,MEDIUM,HIGH,HEURISTIC,FULL,PARTIAL,"Metric1,Metric2,Metric3",customer-experience,6108.45,Standard_D4s_v5,4,16.0,,Aggressive,false,80,Mock_1vCPU_4GB,1,4.0,88.3,1808.84,0.0,High,RESOLVED
2026-09-12,run-20260912-official-001,SUCCEEDED,FULL,OK,true,SUMMIT-ENTERPRISE,SUB-SUMMIT-032,/subscriptions/a6089e9e-77e5-58ea-83f7-06c0ac11b80b/resourceGroups/rg-nonprod-0132/providers/microsoft.dbformysql/servers/databases/mysql-database-0005-00532,mysql-database-0005-00532,microsoft.dbformysql/servers/databases,rg-nonprod-0132,centralus,Review-Utilization,Review utilization,,HIGH,HIGH,PRICED,FULL,PARTIAL,"Metric1,Metric2,Metric3,Metric4,Metric5",customer-experience,15412.60,Standard_D4s_v5,4,16.0,,Conservative,true,65,Mock_2vCPU_8GB,2,8.0,64.2,3060.88,3060.88,Low,RESOLVED
2026-09-12,run-20260912-official-001,SUCCEEDED,FULL,OK,true,SUMMIT-ENTERPRISE,SUB-SUMMIT-032,/subscriptions/a6089e9e-77e5-58ea-83f7-06c0ac11b80b/resourceGroups/rg-nonprod-0132/providers/microsoft.dbformysql/servers/databases/mysql-database-0005-00532,mysql-database-0005-00532,microsoft.dbformysql/servers/databases,rg-nonprod-0132,centralus,Review-Utilization,Review utilization,,HIGH,HIGH,PRICED,FULL,PARTIAL,"Metric1,Metric2,Metric3,Metric4,Metric5",customer-experience,15412.60,Standard_D4s_v5,4,16.0,,Moderate,false,72,Mock_2vCPU_8GB,2,8.0,66.4,3826.1,0.0,Medium,RESOLVED
2026-09-12,run-20260912-official-001,SUCCEEDED,FULL,OK,true,SUMMIT-ENTERPRISE,SUB-SUMMIT-032,/subscriptions/a6089e9e-77e5-58ea-83f7-06c0ac11b80b/resourceGroups/rg-nonprod-0132/providers/microsoft.dbformysql/servers/databases/mysql-database-0005-00532,mysql-database-0005-00532,microsoft.dbformysql/servers/databases,rg-nonprod-0132,centralus,Review-Utilization,Review utilization,,HIGH,HIGH,PRICED,FULL,PARTIAL,"Metric1,Metric2,Metric3,Metric4,Metric5",customer-experience,15412.60,Standard_D4s_v5,4,16.0,,Aggressive,false,80,Mock_1vCPU_4GB,1,4.0,76.2,4761.37,0.0,High,RESOLVED
2026-09-12,run-20260912-official-001,SUCCEEDED,FULL,OK,true,SUMMIT-ENTERPRISE,SUB-SUMMIT-034,/subscriptions/6fa60502-dfe2-566b-9a0b-9aba1bfe1c73/resourceGroups/rg-shared-0020/providers/microsoft.dbformysql/servers/databases/mysql-database-0007-00534,mysql-database-0007-00534,microsoft.dbformysql/servers/databases,rg-shared-0020,centralus,Evaluate-Idle,Evaluate idle resource,Downsize,LOW,MEDIUM,HEURISTIC,FULL,COMPLETE,,payments,8827.90,Standard_D4s_v5,4,16.0,,Conservative,true,65,Mock_2vCPU_8GB,2,8.0,76.3,762.73,762.73,Low,RESOLVED
2026-09-12,run-20260912-official-001,SUCCEEDED,FULL,OK,true,SUMMIT-ENTERPRISE,SUB-SUMMIT-034,/subscriptions/6fa60502-dfe2-566b-9a0b-9aba1bfe1c73/resourceGroups/rg-shared-0020/providers/microsoft.dbformysql/servers/databases/mysql-database-0007-00534,mysql-database-0007-00534,microsoft.dbformysql/servers/databases,rg-shared-0020,centralus,Evaluate-Idle,Evaluate idle resource,Downsize,LOW,MEDIUM,HEURISTIC,FULL,COMPLETE,,payments,8827.90,Standard_D4s_v5,4,16.0,,Moderate,false,72,Mock_2vCPU_8GB,2,8.0,82.8,953.41,0.0,Medium,RESOLVED
