rundate,RunId,TenantName,SubscriptionName,ResourceId,ResourceName,ResourceType,ResourceGroup,Location,RecommendationAction,ActionLabel,ActionSummary,SecondaryAction,SecondaryActionLabel,Priority,Confidence,SavingsReliability,CostCoverageStatus,MetricCollectionStatus,MissingMetrics,TagOwner,TagApplication,TagEnvironment,TagCostCenter,MonthlyCost,CurrentSku,CurrentVCpus,CurrentMemoryGB,PowerState,Profile,IsPrimaryProfile,TargetUtilizationPct,TargetSku,TargetVCpus,TargetMemoryGB,ProjectedPeakPct,MonthlySavings,OfficialConservativeSavings,PerformanceRisk,Status
2026-09-10,run-20260910-official-001,FIS-DIGITAL,SUB-DIGITAL-03,/subscriptions/00000013-0013-4013-8013-000000000013/resourceGroups/rg-dev-043/providers/microsoft.apimanagement/gateways/api-management-gateway-007,api-management-gateway-007,microsoft.apimanagement/gateways,rg-dev-043,westeurope,Review-Utilization,Review utilization,Resource shows optimization opportunity based on current utilization,,,HIGH,MEDIUM,PRICED,FULL,PARTIAL,Metric1,integration,ledger,dev,CC1007,16401.76,P1v3,2,8.0,,Moderate,False,72,Mock_1vCPU_4GB,1,4.0,81.1,2786.6,0.0,Medium,RESOLVED
2026-09-10,run-20260910-official-001,FIS-DIGITAL,SUB-DIGITAL-03,/subscriptions/00000013-0013-4013-8013-000000000013/resourceGroups/rg-dev-043/providers/microsoft.apimanagement/gateways/api-management-gateway-007,api-management-gateway-007,microsoft.apimanagement/gateways,rg-dev-043,westeurope,Review-Utilization,Review utilization,Resource shows optimization opportunity based on current utilization,,,HIGH,MEDIUM,PRICED,FULL,PARTIAL,Metric1,integration,ledger,dev,CC1007,16401.76,P1v3,2,8.0,,Aggressive,False,80,Mock_1vCPU_2GB,1,2.0,79.9,3499.45,0.0,High,RESOLVED
2026-09-10,run-20260910-official-001,FIS-DIGITAL,SUB-DIGITAL-01,/subscriptions/00000011-0011-4011-8011-000000000011/resourceGroups/rg-prod-041/providers/microsoft.apimanagement/gateways/api-management-gateway-009,api-management-gateway-009,microsoft.apimanagement/gateways,rg-prod-041,eastus,Optimize-Tier,Optimize service tier,Move to a lower-cost tier aligned with observed demand,,,HIGH,MEDIUM,HEURISTIC,FULL,PARTIAL,Metric1,integration,risk,prod,CC1004,12237.05,Standard_D4s_v5,4,16.0,,Conservative,True,65,Mock_2vCPU_8GB,2,8.0,68.4,2445.88,2445.88,Low,RESOLVED
2026-09-10,run-20260910-official-001,FIS-DIGITAL,SUB-DIGITAL-01,/subscriptions/00000011-0011-4011-8011-000000000011/resourceGroups/rg-prod-041/providers/microsoft.apimanagement/gateways/api-management-gateway-009,api-management-gateway-009,microsoft.apimanagement/gateways,rg-prod-041,eastus,Optimize-Tier,Optimize service tier,Move to a lower-cost tier aligned with observed demand,,,HIGH,MEDIUM,HEURISTIC,FULL,PARTIAL,Metric1,integration,risk,prod,CC1004,12237.05,Standard_D4s_v5,4,16.0,,Moderate,False,72,Mock_2vCPU_8GB,2,8.0,65.9,3004.94,0.0,Medium,RESOLVED
2026-09-10,run-20260910-official-001,FIS-DIGITAL,SUB-DIGITAL-01,/subscriptions/00000011-0011-4011-8011-000000000011/resourceGroups/rg-prod-041/providers/microsoft.apimanagement/gateways/api-management-gateway-009,api-management-gateway-009,microsoft.apimanagement/gateways,rg-prod-041,eastus,Optimize-Tier,Optimize service tier,Move to a lower-cost tier aligned with observed demand,,,HIGH,MEDIUM,HEURISTIC,FULL,PARTIAL,Metric1,integration,risk,prod,CC1004,12237.05,Standard_D4s_v5,4,16.0,,Aggressive,False,80,Mock_1vCPU_4GB,1,4.0,76.9,3773.65,0.0,High,RESOLVED
2026-09-10,run-20260910-official-001,FIS-DIGITAL,SUB-DIGITAL-09,/subscriptions/00000019-0019-4019-8019-000000000019/resourceGroups/rg-prod-049/providers/microsoft.apimanagement/gateways/api-management-gateway-010,api-management-gateway-010,microsoft.apimanagement/gateways,rg-prod-049,centralus,Review-Utilization,Review utilization,Resource shows optimization opportunity based on current utilization,,,MEDIUM,MEDIUM,PRICED,FULL,PARTIAL,"Metric1,Metric2,Metric3,Metric4",cloud-platform,analytics,prod,CC1001,3568.92,GP_Gen5_4,4,20.0,,Conservative,True,65,Mock_2vCPU_10GB,2,10.0,59.2,595.31,595.31,Low,RESOLVED
2026-09-10,run-20260910-official-001,FIS-DIGITAL,SUB-DIGITAL-09,/subscriptions/00000019-0019-4019-8019-000000000019/resourceGroups/rg-prod-049/providers/microsoft.apimanagement/gateways/api-management-gateway-010,api-management-gateway-010,microsoft.apimanagement/gateways,rg-prod-049,centralus,Review-Utilization,Review utilization,Resource shows optimization opportunity based on current utilization,,,MEDIUM,MEDIUM,PRICED,FULL,PARTIAL,"Metric1,Metric2,Metric3,Metric4",cloud-platform,analytics,prod,CC1001,3568.92,GP_Gen5_4,4,20.0,,Moderate,False,72,Mock_2vCPU_10GB,2,10.0,79.8,731.39,0.0,Medium,RESOLVED
2026-09-10,run-20260910-official-001,FIS-DIGITAL,SUB-DIGITAL-09,/subscriptions/00000019-0019-4019-8019-000000000019/resourceGroups/rg-prod-049/providers/microsoft.apimanagement/gateways/api-management-gateway-010,api-management-gateway-010,microsoft.apimanagement/gateways,rg-prod-049,centralus,Review-Utilization,Review utilization,Resource shows optimization opportunity based on current utilization,,,MEDIUM,MEDIUM,PRICED,FULL,PARTIAL,"Metric1,Metric2,Metric3,Metric4",cloud-platform,analytics,prod,CC1001,3568.92,GP_Gen5_4,4,20.0,,Aggressive,False,80,Mock_1vCPU_5GB,1,5.0,74.0,918.49,0.0,High,RESOLVED
2026-09-10,run-20260910-official-001,FIS-DIGITAL,SUB-DIGITAL-07,/subscriptions/00000017-0017-4017-8017-000000000017/resourceGroups/rg-dev-047/providers/microsoft.apimanagement/gateways/api-management-gateway-011,api-management-gateway-011,microsoft.apimanagement/gateways,rg-dev-047,centralus,Review-Utilization,Review utilization,Resource shows optimization opportunity based on current utilization,,,LOW,HIGH,HEURISTIC,FULL,PARTIAL,Metric1,data-ai,risk,dev,CC1008,689.36,S3,4,7.0,,Conservative,True,65,Mock_2vCPU_3GB,2,3.5,62.5,104.04,104.04,Low,RESOLVED
2026-09-10,run-20260910-official-001,FIS-DIGITAL,SUB-DIGITAL-07,/subscriptions/00000017-0017-4017-8017-000000000017/resourceGroups/rg-dev-047/providers/microsoft.apimanagement/gateways/api-management-gateway-011,api-management-gateway-011,microsoft.apimanagement/gateways,rg-dev-047,centralus,Review-Utilization,Review utilization,Resource shows optimization opportunity based on current utilization,,,LOW,HIGH,HEURISTIC,FULL,PARTIAL,Metric1,data-ai,risk,dev,CC1008,689.36,S3,4,7.0,,Moderate,False,72,Mock_2vCPU_3GB,2,3.5,70.1,127.82,0.0,Medium,RESOLVED
2026-09-10,run-20260910-official-001,FIS-DIGITAL,SUB-DIGITAL-07,/subscriptions/00000017-0017-4017-8017-000000000017/resourceGroups/rg-dev-047/providers/microsoft.apimanagement/gateways/api-management-gateway-011,api-management-gateway-011,microsoft.apimanagement/gateways,rg-dev-047,centralus,Review-Utilization,Review utilization,Resource shows optimization opportunity based on current utilization,,,LOW,HIGH,HEURISTIC,FULL,PARTIAL,Metric1,data-ai,risk,dev,CC1008,689.36,S3,4,7.0,,Aggressive,False,80,Mock_1vCPU_1GB,1,1.8,89.1,160.52,0.0,High,RESOLVED
2026-09-10,run-20260910-official-001,FIS-DIGITAL,SUB-DIGITAL-05,/subscriptions/00000015-0015-4015-8015-000000000015/resourceGroups/rg-dev-015/providers/microsoft.apimanagement/gateways/api-management-gateway-014,api-management-gateway-014,microsoft.apimanagement/gateways,rg-dev-015,northeurope,Optimize-Tier,Optimize service tier,Move to a lower-cost tier aligned with observed demand,,,LOW,MEDIUM,PRICED,FULL,PARTIAL,Metric1,core-banking,payments,dev,CC1004,333.08,Standard_D2s_v5,2,8.0,,Conservative,True,65,Mock_1vCPU_4GB,1,4.0,68.2,105.82,105.82,Low,RESOLVED
2026-09-10,run-20260910-official-001,FIS-DIGITAL,SUB-DIGITAL-05,/subscriptions/00000015-0015-4015-8015-000000000015/resourceGroups/rg-dev-015/providers/microsoft.apimanagement/gateways/api-management-gateway-014,api-management-gateway-014,microsoft.apimanagement/gateways,rg-dev-015,northeurope,Optimize-Tier,Optimize service tier,Move to a lower-cost tier aligned with observed demand,,,LOW,MEDIUM,PRICED,FULL,PARTIAL,Metric1,core-banking,payments,dev,CC1004,333.08,Standard_D2s_v5,2,8.0,,Moderate,False,72,Mock_1vCPU_4GB,1,4.0,82.6,130.01,0.0,Medium,RESOLVED
2026-09-10,run-20260910-official-001,FIS-DIGITAL,SUB-DIGITAL-05,/subscriptions/00000015-0015-4015-8015-000000000015/resourceGroups/rg-dev-015/providers/microsoft.apimanagement/gateways/api-management-gateway-014,api-management-gateway-014,microsoft.apimanagement/gateways,rg-dev-015,northeurope,Optimize-Tier,Optimize service tier,Move to a lower-cost tier aligned with observed demand,,,LOW,MEDIUM,PRICED,FULL,PARTIAL,Metric1,core-banking,payments,dev,CC1004,333.08,Standard_D2s_v5,2,8.0,,Aggressive,False,80,Mock_1vCPU_2GB,1,2.0,79.5,163.26,0.0,High,RESOLVED
2026-09-10,run-20260910-official-001,FIS-DIGITAL,SUB-DIGITAL-08,/subscriptions/00000018-0018-4018-8018-000000000018/resourceGroups/rg-qa-048/providers/microsoft.apimanagement/gateways/api-management-gateway-016,api-management-gateway-016,microsoft.apimanagement/gateways,rg-qa-048,westus2,Review-Utilization,Review utilization,Resource shows optimization opportunity based on current utilization,,,HIGH,MEDIUM,PRICED,FULL,PARTIAL,"Metric1,Metric2,Metric3",cloud-platform,api-hub,qa,CC1006,9963.78,GP_Gen5_8,8,40.0,,Conservative,True,65,Mock_4vCPU_20GB,4,20.0,68.4,2133.49,2133.49,Low,RESOLVED
2026-09-10,run-20260910-official-001,FIS-DIGITAL,SUB-DIGITAL-08,/subscriptions/00000018-0018-4018-8018-000000000018/resourceGroups/rg-qa-048/providers/microsoft.apimanagement/gateways/api-management-gateway-016,api-management-gateway-016,microsoft.apimanagement/gateways,rg-qa-048,westus2,Review-Utilization,Review utilization,Resource shows optimization opportunity based on current utilization,,,HIGH,MEDIUM,PRICED,FULL,PARTIAL,"Metric1,Metric2,Metric3",cloud-platform,api-hub,qa,CC1006,9963.78,GP_Gen5_8,8,40.0,,Moderate,False,72,Mock_4vCPU_20GB,4,20.0,73.4,2621.15,0.0,Medium,RESOLVED
2026-09-10,run-20260910-official-001,FIS-DIGITAL,SUB-DIGITAL-08,/subscriptions/00000018-0018-4018-8018-000000000018/resourceGroups/rg-qa-048/providers/microsoft.apimanagement/gateways/api-management-gateway-016,api-management-gateway-016,microsoft.apimanagement/gateways,rg-qa-048,westus2,Review-Utilization,Review utilization,Resource shows optimization opportunity based on current utilization,,,HIGH,MEDIUM,PRICED,FULL,PARTIAL,"Metric1,Metric2,Metric3",cloud-platform,api-hub,qa,CC1006,9963.78,GP_Gen5_8,8,40.0,,Aggressive,False,80,Mock_2vCPU_10GB,2,10.0,88.1,3291.68,0.0,High,RESOLVED
2026-09-10,run-20260910-official-001,FIS-CORP,SUB-CORP-03,/subscriptions/00000003-0003-4003-8003-000000000003/resourceGroups/rg-dev-003/providers/microsoft.apimanagement/gateways/api-management-gateway-017,api-management-gateway-017,microsoft.apimanagement/gateways,rg-dev-003,westus2,Optimize-Tier,Optimize service tier,Move to a lower-cost tier aligned with observed demand,,,HIGH,MEDIUM,PRICED,FULL,PARTIAL,Metric1,cloud-platform,risk,dev,CC1006,15068.4,Standard_D4s_v5,4,16.0,,Conservative,True,65,Mock_2vCPU_8GB,2,8.0,58.2,2867.25,2867.25,Low,RESOLVED
2026-09-10,run-20260910-official-001,FIS-CORP,SUB-CORP-03,/subscriptions/00000003-0003-4003-8003-000000000003/resourceGroups/rg-dev-003/providers/microsoft.apimanagement/gateways/api-management-gateway-017,api-management-gateway-017,microsoft.apimanagement/gateways,rg-dev-003,westus2,Optimize-Tier,Optimize service tier,Move to a lower-cost tier aligned with observed demand,,,HIGH,MEDIUM,PRICED,FULL,PARTIAL,Metric1,cloud-platform,risk,dev,CC1006,15068.4,Standard_D4s_v5,4,16.0,,Moderate,False,72,Mock_2vCPU_8GB,2,8.0,76.5,3522.62,0.0,Medium,RESOLVED
2026-09-10,run-20260910-official-001,FIS-CORP,SUB-CORP-03,/subscriptions/00000003-0003-4003-8003-000000000003/resourceGroups/rg-dev-003/providers/microsoft.apimanagement/gateways/api-management-gateway-017,api-management-gateway-017,microsoft.apimanagement/gateways,rg-dev-003,westus2,Optimize-Tier,Optimize service tier,Move to a lower-cost tier aligned with observed demand,,,HIGH,MEDIUM,PRICED,FULL,PARTIAL,Metric1,cloud-platform,risk,dev,CC1006,15068.4,Standard_D4s_v5,4,16.0,,Aggressive,False,80,Mock_1vCPU_4GB,1,4.0,90.5,4423.76,0.0,High,RESOLVED
2026-09-10,run-20260910-official-001,FIS-DIGITAL,SUB-DIGITAL-04,/subscriptions/00000014-0014-4014-8014-000000000014/resourceGroups/rg-qa-044/providers/microsoft.apimanagement/gateways/api-management-gateway-018,api-management-gateway-018,microsoft.apimanagement/gateways,rg-qa-044,eastus,Review-Utilization,Review utilization,Resource shows optimization opportunity based on current utilization,,,MEDIUM,MEDIUM,HEURISTIC,FULL,PARTIAL,Metric1,core-banking,risk,qa,CC1003,13613.97,Standard_D4s_v5,4,16.0,,Conservative,True,65,Mock_2vCPU_8GB,2,8.0,65.4,1865.63,1865.63,Low,RESOLVED
2026-09-10,run-20260910-official-001,FIS-DIGITAL,SUB-DIGITAL-04,/subscriptions/00000014-0014-4014-8014-000000000014/resourceGroups/rg-qa-044/providers/microsoft.apimanagement/gateways/api-management-gateway-018,api-management-gateway-018,microsoft.apimanagement/gateways,rg-qa-044,eastus,Review-Utilization,Review utilization,Resource shows optimization opportunity based on current utilization,,,MEDIUM,MEDIUM,HEURISTIC,FULL,PARTIAL,Metric1,core-banking,risk,qa,CC1003,13613.97,Standard_D4s_v5,4,16.0,,Moderate,False,72,Mock_2vCPU_8GB,2,8.0,77.5,2292.06,0.0,Medium,RESOLVED
2026-09-10,run-20260910-official-001,FIS-DIGITAL,SUB-DIGITAL-04,/subscriptions/00000014-0014-4014-8014-000000000014/resourceGroups/rg-qa-044/providers/microsoft.apimanagement/gateways/api-management-gateway-018,api-management-gateway-018,microsoft.apimanagement/gateways,rg-qa-044,eastus,Review-Utilization,Review utilization,Resource shows optimization opportunity based on current utilization,,,MEDIUM,MEDIUM,HEURISTIC,FULL,PARTIAL,Metric1,core-banking,risk,qa,CC1003,13613.97,Standard_D4s_v5,4,16.0,,Aggressive,False,80,Mock_1vCPU_4GB,1,4.0,80.5,2878.41,0.0,High,RESOLVED
2026-09-10,run-20260910-official-001,FIS-INTERNATIONAL,SUB-INTERNATIONAL-01,/subscriptions/00000021-0021-4021-8021-000000000021/resourceGroups/rg-prod-021/providers/microsoft.apimanagement/gateways/api-management-gateway-023,api-management-gateway-023,microsoft.apimanagement/gateways,rg-prod-021,northeurope,Downsize,Downsize resource,Rightsize based on sustained utilization,,,MEDIUM,HIGH,PRICED,FULL,COMPLETE,,data-ai,payments,prod,CC1010,7003.41,Standard_D2s_v5,2,8.0,,Conservative,True,65,Mock_1vCPU_4GB,1,4.0,59.9,954.77,954.77,Low,RESOLVED
2026-09-10,run-20260910-official-001,FIS-INTERNATIONAL,SUB-INTERNATIONAL-01,/subscriptions/00000021-0021-4021-8021-000000000021/resourceGroups/rg-prod-021/providers/microsoft.apimanagement/gateways/api-management-gateway-023,api-management-gateway-023,microsoft.apimanagement/gateways,rg-prod-021,northeurope,Downsize,Downsize resource,Rightsize based on sustained utilization,,,MEDIUM,HIGH,PRICED,FULL,COMPLETE,,data-ai,payments,prod,CC1010,7003.41,Standard_D2s_v5,2,8.0,,Moderate,False,72,Mock_1vCPU_4GB,1,4.0,73.3,1173.01,0.0,Medium,RESOLVED
2026-09-10,run-20260910-official-001,FIS-INTERNATIONAL,SUB-INTERNATIONAL-01,/subscriptions/00000021-0021-4021-8021-000000000021/resourceGroups/rg-prod-021/providers/microsoft.apimanagement/gateways/api-management-gateway-023,api-management-gateway-023,microsoft.apimanagement/gateways,rg-prod-021,northeurope,Downsize,Downsize resource,Rightsize based on sustained utilization,,,MEDIUM,HIGH,PRICED,FULL,COMPLETE,,data-ai,payments,prod,CC1010,7003.41,Standard_D2s_v5,2,8.0,,Aggressive,False,80,Mock_1vCPU_2GB,1,2.0,88.6,1473.08,0.0,High,RESOLVED
2026-09-10,run-20260910-official-001,FIS-DIGITAL,SUB-DIGITAL-09,/subscriptions/00000019-0019-4019-8019-000000000019/resourceGroups/rg-dev-019/providers/microsoft.apimanagement/gateways/api-management-gateway-026,api-management-gateway-026,microsoft.apimanagement/gateways,rg-dev-019,brazilsouth,Optimize-Tier,Optimize service tier,Move to a lower-cost tier aligned with observed demand,,,MEDIUM,HIGH,PRICED,FULL,PARTIAL,"Metric1,Metric2",cloud-platform,identity,dev,CC1012,8429.03,GP_Gen5_8,8,40.0,,Conservative,True,65,Mock_4vCPU_20GB,4,20.0,59.7,1185.37,1185.37,Low,RESOLVED
2026-09-10,run-20260910-official-001,FIS-DIGITAL,SUB-DIGITAL-09,/subscriptions/00000019-0019-4019-8019-000000000019/resourceGroups/rg-dev-019/providers/microsoft.apimanagement/gateways/api-management-gateway-026,api-management-gateway-026,microsoft.apimanagement/gateways,rg-dev-019,brazilsouth,Optimize-Tier,Optimize service tier,Move to a lower-cost tier aligned with observed demand,,,MEDIUM,HIGH,PRICED,FULL,PARTIAL,"Metric1,Metric2",cloud-platform,identity,dev,CC1012,8429.03,GP_Gen5_8,8,40.0,,Moderate,False,72,Mock_4vCPU_20GB,4,20.0,74.1,1456.32,0.0,Medium,RESOLVED
2026-09-10,run-20260910-official-001,FIS-DIGITAL,SUB-DIGITAL-09,/subscriptions/00000019-0019-4019-8019-000000000019/resourceGroups/rg-dev-019/providers/microsoft.apimanagement/gateways/api-management-gateway-026,api-management-gateway-026,microsoft.apimanagement/gateways,rg-dev-019,brazilsouth,Optimize-Tier,Optimize service tier,Move to a lower-cost tier aligned with observed demand,,,MEDIUM,HIGH,PRICED,FULL,PARTIAL,"Metric1,Metric2",cloud-platform,identity,dev,CC1012,8429.03,GP_Gen5_8,8,40.0,,Aggressive,False,80,Mock_2vCPU_10GB,2,10.0,80.8,1828.86,0.0,High,RESOLVED
2026-09-10,run-20260910-official-001,FIS-CORP,SUB-CORP-04,/subscriptions/00000004-0004-4004-8004-000000000004/resourceGroups/rg-nonprod-034/providers/microsoft.apimanagement/gateways/api-management-gateway-028,api-management-gateway-028,microsoft.apimanagement/gateways,rg-nonprod-034,centralus,Optimize-Tier,Optimize service tier,Move to a lower-cost tier aligned with observed demand,,,HIGH,MEDIUM,PRICED,FULL,PARTIAL,Metric1,security,risk,nonprod,CC1010,12216.39,Standard_D8s_v5,8,32.0,,Conservative,True,65,Mock_4vCPU_16GB,4,16.0,60.5,2835.58,2835.58,Low,RESOLVED
2026-09-10,run-20260910-official-001,FIS-CORP,SUB-CORP-04,/subscriptions/00000004-0004-4004-8004-000000000004/resourceGroups/rg-nonprod-034/providers/microsoft.apimanagement/gateways/api-management-gateway-028,api-management-gateway-028,microsoft.apimanagement/gateways,rg-nonprod-034,centralus,Optimize-Tier,Optimize service tier,Move to a lower-cost tier aligned with observed demand,,,HIGH,MEDIUM,PRICED,FULL,PARTIAL,Metric1,security,risk,nonprod,CC1010,12216.39,Standard_D8s_v5,8,32.0,,Moderate,False,72,Mock_4vCPU_16GB,4,16.0,77.8,3483.71,0.0,Medium,RESOLVED
2026-09-10,run-20260910-official-001,FIS-CORP,SUB-CORP-04,/subscriptions/00000004-0004-4004-8004-000000000004/resourceGroups/rg-nonprod-034/providers/microsoft.apimanagement/gateways/api-management-gateway-028,api-management-gateway-028,microsoft.apimanagement/gateways,rg-nonprod-034,centralus,Optimize-Tier,Optimize service tier,Move to a lower-cost tier aligned with observed demand,,,HIGH,MEDIUM,PRICED,FULL,PARTIAL,Metric1,security,risk,nonprod,CC1010,12216.39,Standard_D8s_v5,8,32.0,,Aggressive,False,80,Mock_2vCPU_8GB,2,8.0,76.3,4374.9,0.0,High,RESOLVED
2026-09-10,run-20260910-official-001,FIS-DIGITAL,SUB-DIGITAL-02,/subscriptions/00000012-0012-4012-8012-000000000012/resourceGroups/rg-qa-012/providers/microsoft.logic/workflows/logic-apps-005,logic-apps-005,microsoft.logic/workflows,rg-qa-012,eastus,Downsize,Downsize resource,Rightsize based on sustained utilization,,,MEDIUM,HIGH,PRICED,FULL,PARTIAL,Metric1,core-banking,payments,qa,CC1002,3052.32,P1v3,2,8.0,,Conservative,True,65,Mock_1vCPU_4GB,1,4.0,67.9,719.27,719.27,Low,RESOLVED
2026-09-10,run-20260910-official-001,FIS-DIGITAL,SUB-DIGITAL-02,/subscriptions/00000012-0012-4012-8012-000000000012/resourceGroups/rg-qa-012/providers/microsoft.logic/workflows/logic-apps-005,logic-apps-005,microsoft.logic/workflows,rg-qa-012,eastus,Downsize,Downsize resource,Rightsize based on sustained utilization,,,MEDIUM,HIGH,PRICED,FULL,PARTIAL,Metric1,core-banking,payments,qa,CC1002,3052.32,P1v3,2,8.0,,Moderate,False,72,Mock_1vCPU_4GB,1,4.0,82.2,883.68,0.0,Medium,RESOLVED
2026-09-10,run-20260910-official-001,FIS-DIGITAL,SUB-DIGITAL-02,/subscriptions/00000012-0012-4012-8012-000000000012/resourceGroups/rg-qa-012/providers/microsoft.logic/workflows/logic-apps-005,logic-apps-005,microsoft.logic/workflows,rg-qa-012,eastus,Downsize,Downsize resource,Rightsize based on sustained utilization,,,MEDIUM,HIGH,PRICED,FULL,PARTIAL,Metric1,core-banking,payments,qa,CC1002,3052.32,P1v3,2,8.0,,Aggressive,False,80,Mock_1vCPU_2GB,1,2.0,83.8,1109.73,0.0,High,RESOLVED
2026-09-10,run-20260910-official-001,FIS-CORP,SUB-CORP-05,/subscriptions/00000005-0005-4005-8005-000000000005/resourceGroups/rg-dev-035/providers/microsoft.logic/workflows/logic-apps-006,logic-apps-006,microsoft.logic/workflows,rg-dev-035,northeurope,Review-Utilization,Review utilization,Resource shows optimization opportunity based on current utilization,,,MEDIUM,MEDIUM,HEURISTIC,FULL,PARTIAL,Metric1,cloud-platform,customer360,dev,CC1012,3534.47,S3,4,7.0,,Conservative,True,65,Mock_2vCPU_3GB,2,3.5,72.3,1094.76,1094.76,Low,RESOLVED
2026-09-10,run-20260910-official-001,FIS-CORP,SUB-CORP-05,/subscriptions/00000005-0005-4005-8005-000000000005/resourceGroups/rg-dev-035/providers/microsoft.logic/workflows/logic-apps-006,logic-apps-006,microsoft.logic/workflows,rg-dev-035,northeurope,Review-Utilization,Review utilization,Resource shows optimization opportunity based on current utilization,,,MEDIUM,MEDIUM,HEURISTIC,FULL,PARTIAL,Metric1,cloud-platform,customer360,dev,CC1012,3534.47,S3,4,7.0,,Moderate,False,72,Mock_2vCPU_3GB,2,3.5,77.8,1345.0,0.0,Medium,RESOLVED
2026-09-10,run-20260910-official-001,FIS-CORP,SUB-CORP-05,/subscriptions/00000005-0005-4005-8005-000000000005/resourceGroups/rg-dev-035/providers/microsoft.logic/workflows/logic-apps-006,logic-apps-006,microsoft.logic/workflows,rg-dev-035,northeurope,Review-Utilization,Review utilization,Resource shows optimization opportunity based on current utilization,,,MEDIUM,MEDIUM,HEURISTIC,FULL,PARTIAL,Metric1,cloud-platform,customer360,dev,CC1012,3534.47,S3,4,7.0,,Aggressive,False,80,Mock_1vCPU_1GB,1,1.8,77.0,1689.07,0.0,High,RESOLVED
2026-09-10,run-20260910-official-001,FIS-DIGITAL,SUB-DIGITAL-03,/subscriptions/00000013-0013-4013-8013-000000000013/resourceGroups/rg-dev-043/providers/microsoft.logic/workflows/logic-apps-007,logic-apps-007,microsoft.logic/workflows,rg-dev-043,eastus,Review-Utilization,Review utilization,Resource shows optimization opportunity based on current utilization,,,LOW,HIGH,PRICED,FULL,PARTIAL,Metric1,payments,ledger,dev,CC1004,506.33,GP_Gen5_8,8,40.0,,Conservative,True,65,Mock_4vCPU_20GB,4,20.0,61.4,30.65,30.65,Low,RESOLVED
2026-09-10,run-20260910-official-001,FIS-DIGITAL,SUB-DIGITAL-03,/subscriptions/00000013-0013-4013-8013-000000000013/resourceGroups/rg-dev-043/providers/microsoft.logic/workflows/logic-apps-007,logic-apps-007,microsoft.logic/workflows,rg-dev-043,eastus,Review-Utilization,Review utilization,Resource shows optimization opportunity based on current utilization,,,LOW,HIGH,PRICED,FULL,PARTIAL,Metric1,payments,ledger,dev,CC1004,506.33,GP_Gen5_8,8,40.0,,Moderate,False,72,Mock_4vCPU_20GB,4,20.0,73.4,37.66,0.0,Medium,RESOLVED
2026-09-10,run-20260910-official-001,FIS-DIGITAL,SUB-DIGITAL-03,/subscriptions/00000013-0013-4013-8013-000000000013/resourceGroups/rg-dev-043/providers/microsoft.logic/workflows/logic-apps-007,logic-apps-007,microsoft.logic/workflows,rg-dev-043,eastus,Review-Utilization,Review utilization,Resource shows optimization opportunity based on current utilization,,,LOW,HIGH,PRICED,FULL,PARTIAL,Metric1,payments,ledger,dev,CC1004,506.33,GP_Gen5_8,8,40.0,,Aggressive,False,80,Mock_2vCPU_10GB,2,10.0,85.0,47.29,0.0,High,RESOLVED
2026-09-10,run-20260910-official-001,FIS-DIGITAL,SUB-DIGITAL-06,/subscriptions/00000016-0016-4016-8016-000000000016/resourceGroups/rg-qa-016/providers/microsoft.logic/workflows/logic-apps-008,logic-apps-008,microsoft.logic/workflows,rg-qa-016,eastus2,Optimize-Tier,Optimize service tier,Move to a lower-cost tier aligned with observed demand,,,LOW,HIGH,PRICED,FULL,PARTIAL,Metric1,core-banking,ledger,qa,CC1008,393.49,S3,4,7.0,,Conservative,True,65,Mock_2vCPU_3GB,2,3.5,64.8,86.99,86.99,Low,RESOLVED
2026-09-10,run-20260910-official-001,FIS-DIGITAL,SUB-DIGITAL-06,/subscriptions/00000016-0016-4016-8016-000000000016/resourceGroups/rg-qa-016/providers/microsoft.logic/workflows/logic-apps-008,logic-apps-008,microsoft.logic/workflows,rg-qa-016,eastus2,Optimize-Tier,Optimize service tier,Move to a lower-cost tier aligned with observed demand,,,LOW,HIGH,PRICED,FULL,PARTIAL,Metric1,core-banking,ledger,qa,CC1008,393.49,S3,4,7.0,,Moderate,False,72,Mock_2vCPU_3GB,2,3.5,78.4,106.87,0.0,Medium,RESOLVED
2026-09-10,run-20260910-official-001,FIS-DIGITAL,SUB-DIGITAL-06,/subscriptions/00000016-0016-4016-8016-000000000016/resourceGroups/rg-qa-016/providers/microsoft.logic/workflows/logic-apps-008,logic-apps-008,microsoft.logic/workflows,rg-qa-016,eastus2,Optimize-Tier,Optimize service tier,Move to a lower-cost tier aligned with observed demand,,,LOW,HIGH,PRICED,FULL,PARTIAL,Metric1,core-banking,ledger,qa,CC1008,393.49,S3,4,7.0,,Aggressive,False,80,Mock_1vCPU_1GB,1,1.8,80.6,134.21,0.0,High,RESOLVED
2026-09-10,run-20260910-official-001,FIS-DIGITAL,SUB-DIGITAL-07,/subscriptions/00000017-0017-4017-8017-000000000017/resourceGroups/rg-dev-047/providers/microsoft.logic/workflows/logic-apps-011,logic-apps-011,microsoft.logic/workflows,rg-dev-047,brazilsouth,Optimize-Tier,Optimize service tier,Move to a lower-cost tier aligned with observed demand,,,LOW,HIGH,HEURISTIC,FULL,PARTIAL,Metric1,cloud-platform,reporting,dev,CC1007,1075.08,GP_Gen5_8,8,40.0,,Conservative,True,65,Mock_4vCPU_20GB,4,20.0,65.9,185.21,185.21,Low,RESOLVED
